OTU	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	CS4	CS5	CS6	M10	M11	M12	M13	P1	P12	P2	P3	P4
ae6974cb31189f0b356507cfbe7d1fa7	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	NA	NA	0	16	3	24	0	0	17	0	16	0	0	14
8bc783f63c3aed6447c44fa14eb2ebd3	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__uncultured	g__uncultured	s__uncultured_bacterium	0	0	90	0	0	0	0	0	0	0	0	0
80251a4390c57601cac3265af159556f	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0	0	53	0	0	0	0	0	37	0	0	0
31df0be153f2a6907dfd1a051a404aba	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Parvibaculales	f__PS1_clade	g__PS1_clade	s__uncultured_bacterium	0	0	16	10	0	10	0	16	13	0	0	25
c75642a6483702c1c2d14d50cea44523	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Winogradskyella	NA	0	0	7	11	37	9	8	8	3	0	7	0
332b1febd8f7c83a56a9f4139d9e52c5	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0	0	0	90	0	0	0	0	0	0	0	0
13c78b6678583324ef338907fb4a7051	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__Draconibacterium	NA	0	0	0	6	0	24	19	0	9	0	26	6
5d74a4167f5dee02004c7f43f34b1ca1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0	0	0	0	4	0	30	37	8	0	11	0
f2296eddc49004426680fb36ca40de2f	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	NA	NA	NA	0	0	0	0	0	0	90	0	0	0	0	0
5f2f88e15913b3a1ec3ebd205076ded3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	0	0	0	0	0	0	0	0	90	0	0	0
8f2fb4e2b9e3f347310248faf38a685c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Parahaliea	NA	0	0	0	0	0	0	0	0	29	0	18	43
fcdea155a679655f8cbb0ba57abb5d5d	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA	0	0	0	0	0	0	0	0	0	0	0	0
f95d40129bc062ff5cfb93ce5a264d58	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Solimonadaceae	g__Nevskia	NA	0	0	0	0	0	0	0	0	0	0	0	28
b73743b5072cee095f42db459d9ac9f1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Sva0081_sediment_group	NA	25	32	0	32	0	0	0	0	0	0	0	0
c08a6b3fa4649a867b3a270ead527f4c	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	NA	NA	15	21	0	27	0	0	14	0	0	0	0	12
7377893c1aa811e54a095f0172a989b5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Nitrosococcaceae	g__Cm1-21	s__uncultured_bacterium	14	15	0	16	6	0	0	0	0	17	21	0
ed62cf9eec83cf64848a41d276fe07ad	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	NA	12	0	29	15	0	18	0	0	0	0	0	15
76ae072a4740db7ed7e4f055e2bd8462	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Ectothiorhodospiraceae	g__Thiogranum	s__uncultured_gamma	10	18	0	20	17	10	0	0	3	5	6	0
6ce2017bb16b10389e301691ec181ff2	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	NA	6	0	15	8	6	38	0	6	0	0	7	3
39ec9da7eda908e35cc3e4e34e5621ef	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Halodesulfovibrio	NA	4	0	0	70	0	0	0	0	9	0	0	6
3ff3f914742cc921e51ecfa90db2155a	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Sediminispirochaeta	NA	0	10	0	9	0	11	0	0	10	19	21	9
051973053dcbb9198f0fe7e3b1838f52	d__Bacteria	p__Patescibacteria	c__Dojkabacteria	o__Dojkabacteria	f__Dojkabacteria	g__Dojkabacteria	s__uncultured_bacterium	0	3	9	7	0	0	49	21	0	0	0	0
559ad9af3e0d4624f13ef11011e9d428	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limibaculum	s__uncultured_bacterium	0	0	46	0	13	14	0	0	0	0	0	16
9b692ed8f289c24c8c7b422de9f515c9	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__MSBL8	g__MSBL8	s__uncultured_bacterium	0	0	3	0	57	0	0	0	0	29	0	0
7afec63ecbc2fcc1cb0c34390c7e8a45	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	0	0	0	0	7	9	20	13	0	0	0	40
1e42c5e0732684d88f4c42e0474d8fcc	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	NA	NA	0	0	0	0	0	0	0	89	0	0	0	0
5b76f6f7ce8ee2c4a86a37b8f5fa220d	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Marine_Benthic_Group_D_and_DHVEG-1	f__Marine_Benthic_Group_D_and_DHVEG-1	g__Marine_Benthic_Group_D_and_DHVEG-1	s__uncultured_Thermoplasmatales	0	0	0	0	0	0	0	0	9	80	0	0
0143a4f1439a6e6d5335439155425196	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__GIF3	f__GIF3	g__GIF3	s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	89	0	0
d87a4547196af0ac72a9bb87183822c2	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	NA	0	0	0	0	0	0	0	0	0	89	0	0
9c0100dc68958773f972cb745af2871c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0
fbe0a93506a4b7c270b29f9a9daafdf0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	33	19	19	0	0	0	8	0	0	0	9	0
eecc01e889781b680fbf5560c98b0397	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	22	0	23	0	0	0	0	0	43	0	0	0
aa22f28df3432506d397e6b5e0e9fe86	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	16	31	0	26	15	0	0	0	0	0	0	0
d5b0cc1128767ea09e2257a8568eef3e	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	9	19	25	18	0	17	0	0	0	0	0	0
56038c804199d505802a75ef94c3a13d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__uncultured	NA	8	0	0	10	0	0	60	10	0	0	0	0
21057f04018e9dc0256fd13916030b63	d__Bacteria	p__Gemmatimonadota	c__BD2-11_terrestrial_group	o__BD2-11_terrestrial_group	f__BD2-11_terrestrial_group	g__BD2-11_terrestrial_group	s__unidentified_bacterium	7	0	0	0	0	11	8	0	8	12	12	30
10069f5ff3ad1154bb0a4fa0d7d3e77b	d__Archaea	NA	NA	NA	NA	NA	NA	3	11	7	5	0	0	0	7	48	0	7	0
6297e16cae03408f6c3f429fb3fecf09	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfurivibrionaceae	g__MSBL7	s__uncultured_Desulfobacterales	0	36	0	18	9	15	0	0	0	4	0	6
5d7407823b20a9d4015d0fac65674cc4	d__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	s__uncultured_Acidobacteria	0	17	15	15	0	12	9	0	0	0	20	0
752f9edbe5eaf984361038faee24c54b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__uncultured	s__uncultured_bacterium	0	4	0	4	0	0	80	0	0	0	0	0
77c4bdbbd3fbb9b8600a11bba7ca9c0b	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	NA	0	0	51	0	0	0	0	0	0	0	0	37
87deab4e0f582d86a491810e280359f8	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__Ilumatobacter	NA	0	0	13	10	10	0	6	3	31	0	7	8
2ecf4b01374b44a37b9a1dddc3829ee3	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	s__uncultured_delta	0	0	12	0	13	0	0	0	0	63	0	0
53af36d9a359e0e39a8655238d86a831	d__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	NA	0	0	0	0	0	0	0	0	0	0	0	0
98aada6d2f1d31214aebb043580e48b7	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0
054c970960d830d4ded7ea04d814787a	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__OM27_clade	NA	0	0	0	0	10	0	45	10	10	0	13	0
ebe4ac02086fc0e17f1cab8bf1e52784	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	NA	NA	0	0	0	0	0	88	0	0	0	0	0	0
00fcf0783051c80b91e4e6905382e0ce	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sulfitobacter	NA	0	0	0	0	0	0	40	0	48	0	0	0
b58635abbd07b7cad80be8d23ec4a2e0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__uncultured	s__uncultured_sediment	0	0	0	0	0	0	0	15	0	73	0	0
23b81464fcad6f54207c8d65cfe04662	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_Acidimicrobiales	0	0	0	0	0	0	0	12	0	76	0	0
82e87cf1b078dc2ba3cd293c9844fc74	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	NA	0	0	0	0	0	0	0	0	0	0	0	0
07fc2f58c449a941ef010df80edac6d2	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__Sediminispirochaeta	NA	11	31	12	11	0	13	9	0	0	0	0	0
960136d2e465ff8beaf8a9eb1b20808d	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__Draconibacterium	NA	7	0	0	12	0	6	15	0	0	0	34	13
4d3974f4da0b424bac85fdc146c374f6	d__Bacteria	p__Hydrogenedentes	c__Hydrogenedentia	o__Hydrogenedentiales	f__Hydrogenedensaceae	g__Hydrogenedensaceae	NA	7	9	0	10	0	8	13	0	7	0	11	22
f5c5737f438c32b84e9c29daf0e4f1d9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__Phaeodactylibacter	s__uncultured_bacterium	2	0	2	7	21	0	7	40	0	0	4	4
b625cc868871185ec142d3ab4fb715a8	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Anderseniella	NA	0	51	0	21	15	0	0	0	0	0	0	0
13ce5c4a43d157d3070c2bf60cec8c3a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	0	51	0	36	0	0	0	0	0	0	0	0
941a539d12f264ce57e1a1280d09fe56	d__Bacteria	p__Acidobacteriota	c__Subgroup_26	o__Subgroup_26	f__Subgroup_26	g__Subgroup_26	s__uncultured_Acidobacterium	0	24	0	0	8	16	12	0	0	0	0	27
72712d08a8e3a3aed81acafb3d8482ab	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_23	s__uncultured_Acidobacteria	0	22	11	36	0	0	0	0	0	0	0	18
be08639f970514a457a664747a94f97e	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__uncultured_bacterium	0	20	0	16	0	0	0	0	0	0	0	51
083fe325c588a82dfc17b01b0cb2aa88	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__uncultured	s__uncultured_bacterium	0	20	0	0	0	50	5	12	0	0	0	0
50cd5b2e559a0ea044ab949561284691	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	NA	NA	0	8	19	18	16	0	0	14	0	0	12	0
024833a9dacd4dfba6ab0d33e828f1fb	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__uncultured	NA	0	0	30	0	0	0	0	0	57	0	0	0
88ff814828b36293b51e2b560843e27d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__uncultured	f__uncultured	g__uncultured	s__uncultured_Alphaproteobacteria	0	0	27	15	0	19	0	26	0	0	0	0
17de75f1ea291891d2f3925b4eb71e61	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	NA	0	0	12	40	0	18	6	11	0	0	0	0
f07b248084c84bc2a830fad47c513644	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__uncultured	f__uncultured	g__uncultured	NA	0	0	0	76	11	0	0	0	0	0	0	0
80d866faf89499b078f2cdc983307525	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0	0	0	75	0	0	0	0	12	0	0	0
bb69fc5149050087fcb41ecf63ec5cdf	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_Acidimicrobiales	0	0	0	28	44	0	0	0	0	0	15	0
321935063fb58b689f5925e64912ee45	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Altererythrobacter	NA	0	0	0	17	36	0	0	34	0	0	0	0
bcc7cfe79acb6e3960a8ca8d83f55a1b	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_23	NA	0	0	0	0	19	21	15	23	9	0	0	0
53bc5bef35cfb9e949c7b48cdc4cf26a	d__Bacteria	p__LCP-89	c__LCP-89	o__LCP-89	f__LCP-89	g__LCP-89	s__uncultured_bacterium	0	0	0	0	0	15	0	20	19	0	21	12
3b7cd92242770bba8915448cf1978101	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	0	0	0	0	0	0	0	0	87	0	0	0
bbafa74832abc6f354e3974cfcda6523	d__Archaea	NA	NA	NA	NA	NA	NA	28	26	10	7	9	0	0	0	0	0	6	0
1b21a419fd2283d0f8b966d45cfda8a9	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__uncultured	g__uncultured	NA	24	0	13	0	7	11	25	0	0	6	0	0
fc07e7bb8db7127dee6cee4d702c54c1	d__Bacteria	p__SAR324_clade(Marine_group_B)	c__SAR324_clade(Marine_group_B)	o__SAR324_clade(Marine_group_B)	f__SAR324_clade(Marine_group_B)	g__SAR324_clade(Marine_group_B)	NA	21	15	10	0	8	0	9	0	0	0	11	12
199ce692ede0187980ba01d795db7b7a	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	19	24	7	6	0	0	0	0	7	0	9	14
e76f2ef4de9317126afc092fed52a1e0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	18	4	8	50	0	0	0	0	0	0	0	6
36d527d72e6dfbbfe66c87b46f240a17	d__Bacteria	p__NB1-j	c__NB1-j	o__NB1-j	f__NB1-j	g__NB1-j	NA	15	19	6	11	0	9	0	0	0	0	0	26
300f86cb9e49c2952a7f5bb202e44dc9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	NA	NA	NA	12	18	0	9	12	0	8	0	0	0	12	15
ebd8a53844c4826fa1dbf6fbb21b4464	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	NA	NA	12	0	0	46	5	0	10	13	0	0	0	0
46040f04228c626150b1a67ef530afeb	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__Subgroup_7	g__Subgroup_7	NA	7	19	0	6	13	0	12	0	0	0	13	16
defcb4d186b045846e585eaf6b7b6017	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculaceae	s__uncultured_bacterium	3	0	0	0	81	0	0	0	2	0	0	0
61b43b341753eed01770c0a012cab4f8	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__Unknown_Family	g__uncultured	NA	0	14	6	25	0	0	10	11	0	0	0	20
e7f5674596c539d12fc2e2cc67d26a70	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__OPB41	f__OPB41	g__OPB41	s__unidentified_marine	0	11	0	0	0	12	11	26	0	11	15	0
20920971d8ef31fd87b61fed4a1b131a	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__uncultured	g__uncultured	NA	0	0	37	0	0	19	0	0	0	30	0	0
e279d316a15f4c54601fb054ba7ce90c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Octadecabacter	s__bacterium_RFB	0	0	16	0	25	0	0	12	33	0	0	0
752bacdebf15abb748a98c408ecf6214	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Roseibacillus	s__uncultured_Verrucomicrobiaceae	0	0	12	14	14	15	6	0	0	6	11	8
ed49ad10a04b95b84e1b349f65fdfdf9	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__uncultured	s__uncultured_bacterium	0	0	5	7	16	0	11	17	30	0	0	0
f2a8f138f5c01fb0caa9dfde7eaecdd5	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA	0	0	0	0	0	0	0	0	0	0	0	0
2a8a74f0e239ea8d83712fddf3af6b04	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	NA	0	0	0	0	0	0	0	0	0	75	0	0
f8a62a582035fb08e9c4d7cc054ec9f7	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosopumilales	f__Nitrosopumilaceae	g__Candidatus_Nitrosopumilus	NA	0	0	0	6	9	24	13	0	0	0	34	0
1ce219ca447e815bc2d5d4d49df65e4b	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	0	0	0	0	19	0	0	0	67	0	0	0
2f7a3a78ecafba6b170fe249d1bdf8ed	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__uncultured_bacterium	0	0	0	0	11	8	8	15	18	0	26	0
63a7b54de8c670dc978b132c369e9cae	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA10353_marine_group	f__UBA10353_marine_group	g__UBA10353_marine_group	NA	0	0	0	0	0	0	31	41	0	0	14	0
4ca2b42227e3affdedbdd25cc3b4ca3f	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__Sargassum_vachellianum	0	0	0	0	0	0	0	0	86	0	0	0
422a15ddf316334418435d5f496f501a	d__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__GIF3	f__GIF3	g__GIF3	s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	78	0	0
e0f3fb04d631ba68f4982142b8210896	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_propionicifaciens	0	0	0	0	0	0	0	0	0	0	0	0
0276f6f9b7ebe5f79504f80b2e910087	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__uncultured	NA	16	25	25	0	0	0	0	0	0	0	0	19
40398f6788b385d95809603adba1760b	d__Bacteria	p__NB1-j	c__NB1-j	o__NB1-j	f__NB1-j	g__NB1-j	NA	14	20	10	16	12	0	0	0	0	0	0	13
350595f2f2bd11aafee3518032fcbd0f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA	13	24	22	0	26	0	0	0	0	0	0	0
f8d66ef875660d3cc6a768f6e57be1cc	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Arcticiflavibacter	NA	12	8	1	0	13	0	19	0	0	0	11	21
7a5181837e69aad02daddb684f9a4c7e	d__Bacteria	p__Acidobacteriota	c__Subgroup_22	o__Subgroup_22	f__Subgroup_22	g__Subgroup_22	NA	8	10	0	10	14	23	9	11	0	0	0	0
833eb6817d510b7697c4c7dccf373db6	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__saltmarsh_clone	7	8	10	8	0	20	14	8	0	0	8	2
aac58438883dc158c2592679c60d2226	d__Bacteria	p__Gemmatimonadota	c__BD2-11_terrestrial_group	o__BD2-11_terrestrial_group	f__BD2-11_terrestrial_group	g__BD2-11_terrestrial_group	s__unidentified_bacterium	0	35	0	29	0	21	0	0	0	0	0	0
24b73b295c61acc9b3e03ce320d6c134	d__Bacteria	p__Latescibacterota	c__Latescibacterota	o__Latescibacterota	f__Latescibacterota	g__Latescibacterota	s__unidentified_bacterium	0	34	0	0	0	19	15	11	6	0	0	0
355165f7c0863306a1aefce8d41a03f0	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae	g__uncultured	NA	0	15	6	19	0	0	4	4	15	0	11	11
a8147e72503f3123a745a23fb837356d	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	NA	NA	0	0	9	19	0	20	0	17	0	0	20	0
48989427725cf01e48a1d7de03844854	d__Bacteria	p__SAR324_clade(Marine_group_B)	c__SAR324_clade(Marine_group_B)	o__SAR324_clade(Marine_group_B)	f__SAR324_clade(Marine_group_B)	g__SAR324_clade(Marine_group_B)	s__uncultured_organism	0	0	0	0	0	0	0	0	0	75	0	0
97cae749be19eb9d3a2b807d70766665	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	NA	NA	0	0	0	79	0	0	0	0	0	0	0	6
6e663ad732b028a54436158a00aa4a7d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Parvularculaceae	NA	NA	0	0	0	21	0	33	0	11	6	0	14	0
7c34e5bce89bc5ea4d5663d0641a4f28	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__uncultured	NA	0	0	0	15	22	13	0	9	0	0	26	0
bb30ffe64e152221829c435b5a543a38	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__Mitochondria	s__uncultured_bacterium	0	0	0	3	0	0	0	0	82	0	0	0
67ae58b9b34c3fd0c2c9c98683198f49	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	s__Pasteurellaceae_bacterium	0	0	0	0	0	0	7	0	78	0	0	0
fa7882962b25a4dc5b157974fbdc78c3	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA10353_marine_group	f__UBA10353_marine_group	g__UBA10353_marine_group	NA	0	0	0	0	0	0	0	0	85	0	0	0
e88075eefef4c46ce9139aa42c842af3	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__Candidatus_Thiodiazotropha	NA	0	0	0	0	0	0	0	0	85	0	0	0
e879d1c0907ff1ab928f942f31ece628	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia	s__uncultured_beta	0	0	0	0	0	0	0	0	0	0	0	85
3138477651af6f5858e9d662ce5accf2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	7	0	0	0	5	6	9	7	0	17	0	31
10556db2fed5d21f77a6d716c121fcd5	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__uncultured	s__uncultured_bacterium	39	0	0	0	34	0	0	0	11	0	0	0
7ae18c6ec56608c334adf80bcb80e932	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	18	0	0	28	6	23	9	0	0	0	0	0
55570087c4e181adeece39a3c73ec183	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Cryomorphaceae	g__uncultured	NA	11	0	7	8	5	8	27	0	0	0	13	5
f3f46a61aa0817179d951668dc0bd80c	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__LCP-80	NA	5	14	0	12	5	10	2	0	0	0	32	4
bb1b2aca442b16d70fe03b025c025a1b	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA	0	26	0	0	14	0	17	0	0	0	0	27
e95b8f1849a970c4516909b16e3ad259	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	0	23	0	24	0	0	0	0	0	0	20	17
